record_id,source,job_id,title,company,company_url,location,work_from_home,salary,salary_disclosed,employment_type,work_type,job_level,ee_status,posted_raw,posted_date,expires,reference,description,description_length,has_description,url,search_scope,scraped_date,description_source,salary_detail_from_page,desired_skills
CJ-0086,CareerJunction,2643092,Warehouse Supervisor George,Stratogo,https://www.careerjunction.co.za/companies/24239/stratogo,George,No,R Undisclosed,No,Permanent,,Junior,,14 Aug 2026,2026-08-14,in 10 days,HQ001300,"An on-site warehouse supervisor role managing receiving, storage, picking and dispatch; opening/closing and securing the site; supervising labour-broker temp staff; running cycle counts and FIFO stock reconciliation; and producing daily/weekly operational reports. Needs Grade 12, a warehousing/logistics qualification advantageous, 3–5 years' warehouse experience with 1–2 years supervisory experience, and a forklift licence is advantageous. (Note: a near-identical second posting for the same role, company and location appears later in this list under a different reference — see #16b in Part 1 continuation.)",613,Yes,https://www.careerjunction.co.za/warehouse-supervisor-george-job-2643092.aspx,Jobs in western cape,2026-08-16,"job page (summarised, URL verified)",,
CJ-0087,CareerJunction,2643105,DevOps Engineer,EQPlus,https://www.careerjunction.co.za/companies/31524/eqplus,Cape Town Region,No,Undisclosed,No,Contract,,Senior,,14 Aug 2026,2026-08-14,in 14 days,,"A DevOps role for a financial-services enterprise, designing/optimising CI/CD pipelines, automating infrastructure provisioning, and managing workloads across AWS, Kubernetes and on-premise environments within a compliance-driven setting. Needs proven enterprise DevOps experience, strong Azure DevOps skills (GitHub Actions advantageous), AWS/Kubernetes/on-prem deployment experience, and Infrastructure-as-Code (Terraform/ARM/Bicep) and scripting (PowerShell/Bash/Python) skills are advantageous.",498,Yes,https://www.careerjunction.co.za/devops-engineer-job-2643105.aspx,Jobs in western cape,2026-08-16,"job page (summarised, URL verified)",,
CJ-0088,CareerJunction,2643107,Microsoft Office 365 & Azure Solutions Consultant (Digital Transformation & Automation) (CPT Hybrid),Datafin,https://www.careerjunction.co.za/companies/22742/datafin,Cape Town,Yes,R Undisclosed,No,Permanent,,Senior,,14 Aug 2026,2026-08-14,in 8 days,2607501,"A hybrid technical/managerial role (60% billable client delivery, 40% technical management) architecting Office 365 and Azure solutions, running digital-transformation workshops and proofs-of-concept, and leading/mentoring a technical delivery team. Needs a Computer Science/Information Systems degree, Microsoft certifications (MS-900, AZ-104) strongly preferred, 5+ years in Microsoft cloud solutions delivery and web development, and proficiency in Exchange Online, SharePoint Online, Teams, Azure AD, HTML, CSS and JavaScript.",530,Yes,https://www.careerjunction.co.za/microsoft-office-365-%26amp-azure-solutions-consultant-digital-transformation-%26amp-automation-cpt-hybrid-job-2643107.aspx,Jobs in western cape; Work from home; CareerJunction - work from home,2026-08-16,"job page (summarised, URL verified)",,
CJ-0089,CareerJunction,2643115,External Sales Representative,Hire Resolve,https://www.careerjunction.co.za/companies/24781/hire-resolve,Cape Town,No,"R29,200 - R37,500 per month",Yes,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 15 days,195790,"An external sales role for an equipment rental/industrial solutions company, focused on new business development and relationship management within a sales territory. Needs Matric (Sales/Marketing/Business qualification advantageous), 3–5 years' external sales experience preferably in equipment rental, construction or industrial sectors, a proven sales-target track record, and a driver's licence with own reliable vehicle.",425,Yes,https://www.careerjunction.co.za/external-sales-representative-job-2643115.aspx,Jobs in western cape,2026-08-16,"job page (summarised, URL verified)",,
CJ-0090,CareerJunction,2643121,IT Support Engineer (Level 1) (CH1262),Capital H Staffing,https://www.careerjunction.co.za/companies/30732/capital-h-staffing,Plankenbrug,Yes,R Undisclosed,No,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 15 days,315dea8f-73fd-4,"A first/second-line remote IT support role for the same international warehouse-automation group's end users across North Europe, the US and UK — hardware/software installation and troubleshooting, Microsoft Teams/SharePoint/Exchange support, account setup, and building a knowledge base. Needs 3–5 years' IT customer support experience, strong Windows 10/11 knowledge, and Microsoft Teams/Outlook/SharePoint Online experience; a valid passport is required for training travel to Belgium.",488,Yes,https://www.careerjunction.co.za/it-support-engineer-level-1-ch1262-job-2643121.aspx,Jobs in western cape; Work from home; CareerJunction - work from home,2026-08-16,"job page (summarised, URL verified)",,
CJ-0091,CareerJunction,2643130,Production Supervisor,Vital Element (Pty) Ltd,https://www.careerjunction.co.za/companies/35770/vital-element-pty-ltd,Pinetown,No,R Undisclosed,No,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 15 days,VE945,"A shop-floor supervisory role in a multinational manufacturing environment, overseeing production packing staff to meet schedule, productivity and quality targets, coordinating with the production planner, stores and maintenance, and reporting to the Manufacturing Manager. Needs Matric or study toward a degree, fluency in English and Zulu, 5+ years managing shop-floor staff in a unionised environment, and lean manufacturing exposure is preferred.",450,Yes,https://www.careerjunction.co.za/production-supervisor-job-2643130.aspx,Jobs in kwazulu-natal,2026-08-16,"job page (summarised, URL verified)",,
CJ-0092,CareerJunction,2643137,Technical Sales Engineer,Carlysle Human Capital,https://www.careerjunction.co.za/companies/23261/carlysle-human-capital,Centurion,No,"R41,700 - R75,000 per month",Yes,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 14 days,GTG001944,"A solution-selling role for a mineral processing engineering firm, engaging clients on full-plant technical solutions (not just equipment), working with engineering teams on solution development, and travelling to sites in Namibia, the Northern Cape and Mpumalanga. Needs a Chemical or Metallurgical Engineering degree (Mechanical considered with strong mineral processing experience), 5–10 years in technical sales/business development/process engineering, and strong understanding of plant behaviour and process flow.",519,Yes,https://www.careerjunction.co.za/technical-sales-engineer-job-2643137.aspx,All Jobs in All Locations,2026-08-16,"job page (summarised, URL verified)",,
CJ-0093,CareerJunction,2643142,Warehouse Supervisor George,Stratogo,https://www.careerjunction.co.za/companies/24239/stratogo,Western Cape,No,R Undisclosed,No,Permanent,,Junior,,15 Aug 2026,2026-08-15,in 10 days,HQ001301,"Same role, company, responsibilities and requirements as job #16 above (job 2643092) — same George warehouse supervisor position, re-posted with a different reference number and an internal salary figure of R12,700 pm CTC noted in the body text.",245,Yes,https://www.careerjunction.co.za/warehouse-supervisor-george-job-2643142.aspx,Jobs in western cape,2026-08-16,"job page (summarised, URL verified)",,
CJ-0094,CareerJunction,2643145,"Regional Account Manager (Sport, Fitness & Lifestyle Accessories)",O'Brien Recruitment,https://www.careerjunction.co.za/companies/26151/o-brien-recruitment,De Waterkant,No,"R30,000 per month",Yes,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 15 days,1758befb-0b0d-4,"A field-based account management role for a global sport/fitness/outdoor accessories brand, growing retail accounts across the Western Cape — building sales plans, pitching brand opportunities, negotiating deals/promotions, training retail staff, and managing merchandising standards in-store. Needs a Bachelor's degree (Business or related) or equivalent experience, strong relationship-building and negotiation skills, and an own vehicle with a valid driver's licence (fuel and mobile phone allowances included).",514,Yes,https://www.careerjunction.co.za/regional-account-manager-sport-fitness-%26amp-lifestyle-accessories-job-2643145.aspx,Jobs in western cape,2026-08-16,"job page (summarised, URL verified)",,
CJ-0095,CareerJunction,2643147,Investment Associate (IT & Telecoms),Fides Recruitment,https://www.careerjunction.co.za/companies/36302/fides-recruitment,Sandown,No,"R110,000 - R140,000 per month",Yes,Permanent,,Specialist,,15 Aug 2026,2026-08-15,in 15 days,Ass-TELECOMS,"A Senior Associate role in a pan-African investment bank's Telecommunications team, advising on M&A (buy- and sell-side) and equity/debt capital raises across digital infrastructure, ISPs and VAS. Covers pitch materials, financial/valuation modelling (including tower and fibre cash-flow analysis), transaction execution, and client relationship origination across telecom operators, infrastructure owners and financial sponsors. Needs 7+ years in investment banking/corporate finance with prior telecom, digital infrastructure or TMT transaction experience, and an Honours degree.",581,Yes,https://www.careerjunction.co.za/investment-associate-it-%26amp-telecoms-job-2643147.aspx,All Jobs in All Locations,2026-08-16,"job page (summarised, URL verified)",,
CJ-0096,CareerJunction,2643148,Investment Associate (Metals & Mining),Fides Recruitment,https://www.careerjunction.co.za/companies/36302/fides-recruitment,Sandown,No,"R110,000 - R140,000 per month",Yes,Permanent,,Specialist,,15 Aug 2026,2026-08-15,in 15 days,Ass-mining,,0,No,https://www.careerjunction.co.za/investment-associate-metals-%26amp-mining-job-2643148.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0097,CareerJunction,2643149,Desktop Support / Helpdesk (Level 1),Datafin,https://www.careerjunction.co.za/companies/22742/datafin,Cape Town,No,R Undisclosed,No,Permanent,,Executive,,15 Aug 2026,2026-08-15,in 9 days,2607401,,0,No,https://www.careerjunction.co.za/desktop-support-helpdesk-level-1-job-2643149.aspx,Jobs in western cape,2026-08-16,,,
CJ-0098,CareerJunction,2643150,Stores Assistant x 2,AJ Personnel,https://www.careerjunction.co.za/companies/23629/aj-personnel,Primrose,No,R Undisclosed,No,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 9 days,JHB003973,,0,No,https://www.careerjunction.co.za/stores-assistant-x-2-job-2643150.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0099,CareerJunction,2643152,Financial Business Partner at Ntice Sourcing Solutions (Pty) Ltd.,NTICE SOURCING SOLUTIONS (PTY) LTD.,https://www.careerjunction.co.za/companies/33092/ntice-sourcing-solutions-pty-ltd,Cape Town,No,R Undisclosed,No,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 15 days,69831,,0,No,https://www.careerjunction.co.za/financial-business-partner-at-ntice-sourcing-solutions-pty-ltd-job-2643152.aspx,Jobs in western cape,2026-08-16,,,
CJ-0100,CareerJunction,2643153,Junior Workshop Controller,Stratogo,https://www.careerjunction.co.za/companies/24239/stratogo,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 11 days,HQ001302,,0,No,https://www.careerjunction.co.za/junior-workshop-controller-job-2643153.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0101,CareerJunction,2643154,Senior Workshop Controller,Stratogo,https://www.careerjunction.co.za/companies/24239/stratogo,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 10 days,HQ001303,,0,No,https://www.careerjunction.co.za/senior-workshop-controller-job-2643154.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0102,CareerJunction,2643157,SAP Logistics Manager at Sabenza IT & Recruitment,DCV Sabenza IT and Recruitment,https://www.careerjunction.co.za/companies/32616/dcv-sabenza-it-and-recruitment,Gauteng,No,R Undisclosed,No,Permanent,,Management,,15 Aug 2026,2026-08-15,in 11 days,878000022391391,,0,No,https://www.careerjunction.co.za/sap-logistics-manager-at-sabenza-it-%26-recruitment-job-2643157.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0103,CareerJunction,2643158,Project Manager – Information Governance & Digital Transformation - 2-year FTC,Fempower Personnel,https://www.careerjunction.co.za/companies/23738/fempower-personnel,Randburg,No,R Undisclosed,No,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 15 days,894303bb-ebde-4,,0,No,https://www.careerjunction.co.za/project-manager-information-governance-%26amp-digital-transformation-2-year-ftc-job-2643158.aspx,All Jobs in All Locations,2026-08-16,,,
